Date : 2024-10-04 16:16:36
Directory : /home/kapusta/Документы/programming_tasks
Total : 903 files,  31172 codes, 2333 comments, 2779 blanks, all 36284 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2007B.cpp                | C++      |         68 |          0 |          3 |         71 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2007B_2.cpp              | C++      |         35 |          0 |          3 |         38 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2008A.cpp                | C++      |         27 |          5 |          3 |         35 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2008B.cpp                | C++      |         36 |          0 |          3 |         39 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2008C.cpp                | C++      |         28 |          0 |          4 |         32 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2008D.cpp                | C++      |         41 |          0 |          4 |         45 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2009A.cpp                | C++      |         16 |          0 |          3 |         19 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2009B.cpp                | C++      |         28 |          0 |          4 |         32 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2009C.cpp                | C++      |         20 |          0 |          3 |         23 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2009E.cpp                | C++      |         29 |          3 |          4 |         36 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2010A.cpp                | C++      |         23 |          0 |          3 |         26 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2010B.cpp                | C++      |         18 |          0 |          2 |         20 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2010C1.cpp               | C++      |         21 |          1 |          2 |         24 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2013B.cpp                | C++      |         22 |          0 |          3 |         25 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2014C.cpp                | C++      |         56 |          4 |          6 |         66 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2014D.cpp                | C++      |         59 |          0 |          6 |         65 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2019B.cpp                | C++      |         38 |          5 |          3 |         46 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/2020A.cpp                | C++      |         25 |          0 |          3 |         28 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/31B.cpp                  | C++      |         12 |          0 |          2 |         14 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/48D.cpp                  | C++      |         51 |          6 |          5 |         62 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/74B.cpp                  | C++      |         22 |          1 |          2 |         25 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/91A.cpp                  | C++      |         38 |          0 |          2 |         40 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/91A2.cpp                 | C++      |         30 |          0 |          1 |         31 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/91A3_vlad.cpp            | C++      |         16 |          0 |          1 |         17 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/VDA.cpp                  | C++      |         32 |          9 |          1 |         42 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/VDA2.cpp                 | C++      |         42 |          7 |          1 |         50 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/VDA3.cpp                 | C++      |         43 |          7 |          1 |         51 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/arbus.cpp                | C++      |         13 |          0 |          1 |         14 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/brcube.cpp               | C++      |         21 |          0 |          1 |         22 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/eltable.cpp              | C++      |         59 |          2 |          3 |         64 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/fructs.cpp               | C++      |         41 |          7 |          1 |         49 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/gameOfSumm.cpp           | C++      |         37 |          0 |          1 |         38 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/gvosdiki.cpp             | C++      |         21 |          6 |          1 |         28 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/king.cpp                 | C++      |         36 |          2 |          1 |         39 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/spell.cpp                | C++      |         25 |          0 |          2 |         27 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/teatralPl.cpp            | C++      |         12 |          0 |          2 |         14 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/vp.cpp                   | C++      |         35 |          2 |          2 |         39 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/vp2.cpp                  | C++      |         41 |          1 |          2 |         44 |
| /home/kapusta/Документы/programming_tasks/CodeForcesRound/nar/vp3.cpp                  | C++      |         40 |          7 |          3 |         50 |
| /home/kapusta/Документы/programming_tasks/DANO/a.cpp                                   | C++      |          0 |          0 |          1 |          1 |
| /home/kapusta/Документы/programming_tasks/DANO/a.py                                    | Python   |          0 |          0 |          1 |          1 |
| /home/kapusta/Документы/programming_tasks/Graphs/Deixtra/a.cpp                         | C++      |         47 |          0 |         10 |         57 |
| /home/kapusta/Документы/programming_tasks/Graphs/Deixtra/b.cpp                         | C++      |         54 |          1 |          9 |         64 |
| /home/kapusta/Документы/programming_tasks/Graphs/a.cpp                                 | C++      |         14 |          0 |          1 |         15 |
| /home/kapusta/Документы/programming_tasks/Graphs/kirillSedow.cpp                       | C++      |         50 |          5 |          1 |         56 |
| /home/kapusta/Документы/programming_tasks/Graphs/love_triangle.cpp                     | C++      |         36 |          5 |          2 |         43 |
| /home/kapusta/Документы/programming_tasks/Graphs/ozera.cpp                             | C++      |         65 |         39 |          5 |        109 |
| /home/kapusta/Документы/programming_tasks/Graphs/rec_max.cpp                           | C++      |         11 |          1 |          3 |         15 |
| /home/kapusta/Документы/programming_tasks/ITMO/otb/a.cpp                               | C++      |         39 |          5 |          2 |         46 |
| /home/kapusta/Документы/programming_tasks/ITMO/otb/b.cpp                               | C++      |         67 |          7 |          4 |         78 |
| /home/kapusta/Документы/programming_tasks/ITMO/otb/c.cpp                               | C++      |         12 |          0 |          4 |         16 |
| /home/kapusta/Документы/programming_tasks/ITMO/otb/c.py                                | Python   |          2 |          0 |          1 |          3 |
| /home/kapusta/Документы/programming_tasks/ITMO/otb/d.cpp                               | C++      |         72 |          4 |          2 |         78 |
| /home/kapusta/Документы/programming_tasks/ITMO/otb/e.cpp                               | C++      |        107 |          7 |          6 |        120 |
| /home/kapusta/Документы/programming_tasks/ITMO/otb/solver.cpp                          | C++      |         51 |          5 |          7 |         63 |
| /home/kapusta/Документы/programming_tasks/ITMO/zakl/a.cpp                              | C++      |         14 |          0 |          1 |         15 |
| /home/kapusta/Документы/programming_tasks/ITMO/zakl/b.cpp                              | C++      |         73 |         14 |          6 |         93 |
| /home/kapusta/Документы/programming_tasks/ITMO/zakl/c.cpp                              | C++      |         30 |          0 |          3 |         33 |
| /home/kapusta/Документы/programming_tasks/ITMO/zakl/d.cpp                              | C++      |        111 |          5 |          5 |        121 |
| /home/kapusta/Документы/programming_tasks/ITMO/zakl/e.cpp                              | C++      |         60 |         12 |          5 |         77 |
| /home/kapusta/Документы/programming_tasks/ITMO/zakl/f.cpp                              | C++      |         12 |         15 |          2 |         29 |
| /home/kapusta/Документы/programming_tasks/ITMO/zakl/g.cpp                              | C++      |         30 |         12 |          3 |         45 |
| /home/kapusta/Документы/programming_tasks/MOS/a.cpp                                    | C++      |         18 |          0 |          2 |         20 |
| /home/kapusta/Документы/programming_tasks/MOS/b.cpp                                    | C++      |         40 |          1 |          3 |         44 |
| /home/kapusta/Документы/programming_tasks/MOS/c.cpp                                    | C++      |         44 |          6 |          2 |         52 |
| /home/kapusta/Документы/programming_tasks/MOS/d.cpp                                    | C++      |         60 |         31 |          3 |         94 |
| /home/kapusta/Документы/programming_tasks/MOS/d2.cpp                                   | C++      |         52 |         20 |          4 |         76 |
| /home/kapusta/Документы/programming_tasks/MOS/d3.cpp                                   | C++      |         50 |         23 |          4 |         77 |
| /home/kapusta/Документы/programming_tasks/MOS/d4.cpp                                   | C++      |         43 |          0 |          4 |         47 |
| /home/kapusta/Документы/programming_tasks/MOS/d5.cpp                                   | C++      |         43 |          0 |          4 |         47 |
| /home/kapusta/Документы/programming_tasks/MOS/d6.cpp                                   | C++      |         61 |          9 |          2 |         72 |
| /home/kapusta/Документы/programming_tasks/MOS/e.cpp                                    | C++      |         64 |         13 |          9 |         86 |
| /home/kapusta/Документы/programming_tasks/MOS/e2.cpp                                   | C++      |         54 |         10 |          5 |         69 |
| /home/kapusta/Документы/programming_tasks/MOS/f.cpp                                    | C++      |         26 |         13 |          2 |         41 |
| /home/kapusta/Документы/programming_tasks/MOS/f2.cpp                                   | C++      |         33 |         12 |          1 |         46 |
| /home/kapusta/Документы/programming_tasks/MOS/f3.cpp                                   | C++      |         12 |          0 |          2 |         14 |
| /home/kapusta/Документы/programming_tasks/REG/2013/a.cpp                               | C++      |         22 |          1 |          2 |         25 |
| /home/kapusta/Документы/programming_tasks/REG/2022/a.cpp                               | C++      |         42 |         16 |          1 |         59 |
| /home/kapusta/Документы/programming_tasks/REG/2022/b.cpp                               | C++      |        169 |          1 |          7 |        177 |
| /home/kapusta/Документы/programming_tasks/REG/2023/a.cpp                               | C++      |         37 |          1 |          3 |         41 |
| /home/kapusta/Документы/programming_tasks/REG/sbory/a.cpp                              | C++      |         38 |          0 |          7 |         45 |
| /home/kapusta/Документы/programming_tasks/SF/a.cpp                                     | C++      |         27 |          0 |          1 |         28 |
| /home/kapusta/Документы/programming_tasks/SF/b.cpp                                     | C++      |         50 |          0 |          6 |         56 |
| /home/kapusta/Документы/programming_tasks/SF/c.cpp                                     | C++      |        124 |         21 |          5 |        150 |
| /home/kapusta/Документы/programming_tasks/SF/d.cpp                                     | C++      |         37 |          0 |          3 |         40 |
| /home/kapusta/Документы/programming_tasks/SF/e.cpp                                     | C++      |         25 |          0 |          2 |         27 |
| /home/kapusta/Документы/programming_tasks/SF/f.cpp                                     | C++      |         50 |         12 |          2 |         64 |
| /home/kapusta/Документы/programming_tasks/SSY/otbor/a.cpp                              | C++      |         31 |          0 |          2 |         33 |
| /home/kapusta/Документы/programming_tasks/Verchenko/test/a.cpp                         | C++      |         20 |          0 |          3 |         23 |
| /home/kapusta/Документы/programming_tasks/Verchenko/test/b.cpp                         | C++      |         19 |          0 |          1 |         20 |
| /home/kapusta/Документы/programming_tasks/Verchenko/test/c.cpp                         | C++      |         18 |          0 |          2 |         20 |
| /home/kapusta/Документы/programming_tasks/a.py                                         | Python   |         18 |          0 |          4 |         22 |
| /home/kapusta/Документы/programming_tasks/acmp/a+b.cpp                                 | C++      |          9 |          0 |          1 |         10 |
| /home/kapusta/Документы/programming_tasks/acmp/id0003.cpp                              | C++      |          9 |          0 |          1 |         10 |
| /home/kapusta/Документы/programming_tasks/acmp/id121.cpp                               | C++      |         20 |          0 |          1 |         21 |
| /home/kapusta/Документы/programming_tasks/acmp/id14.cpp                                | C++      |         19 |          0 |          2 |         21 |
| /home/kapusta/Документы/programming_tasks/acmp/id147.cpp                               | C++      |         15 |          0 |          1 |         16 |
| /home/kapusta/Документы/programming_tasks/acmp/id148.cpp                               | C++      |         20 |          0 |          2 |         22 |
| /home/kapusta/Документы/programming_tasks/acmp/id170.cpp                               | C++      |         29 |          2 |          2 |         33 |
| /home/kapusta/Документы/programming_tasks/acmp/id2.cpp                                 | C++      |         19 |          0 |          1 |         20 |
| /home/kapusta/Документы/programming_tasks/acmp/id23.cpp                                | C++      |         14 |          0 |          1 |         15 |
| /home/kapusta/Документы/programming_tasks/acmp/id250.cpp                               | C++      |         33 |          0 |          2 |         35 |
| /home/kapusta/Документы/programming_tasks/acmp/id271.cpp                               | C++      |         33 |          1 |          2 |         36 |
| /home/kapusta/Документы/programming_tasks/acmp/id274.cpp                               | C++      |         34 |          0 |          2 |         36 |
| /home/kapusta/Документы/programming_tasks/acmp/id296.cpp                               | C++      |         19 |          0 |          1 |         20 |
| /home/kapusta/Документы/programming_tasks/acmp/id318.cpp                               | C++      |         16 |          0 |          1 |         17 |
| /home/kapusta/Документы/programming_tasks/acmp/id318n2.cpp                             | C++      |         26 |          1 |          1 |         28 |
| /home/kapusta/Документы/programming_tasks/acmp/id323.cpp                               | C++      |         26 |          2 |          3 |         31 |
| /home/kapusta/Документы/programming_tasks/acmp/id327.cpp                               | C++      |         26 |          0 |          2 |         28 |
| /home/kapusta/Документы/programming_tasks/acmp/id357.cpp                               | C++      |         22 |          0 |          1 |         23 |
| /home/kapusta/Документы/programming_tasks/acmp/id457.cpp                               | C++      |         30 |          0 |          2 |         32 |
| /home/kapusta/Документы/programming_tasks/acmp/id51.cpp                                | C++      |         14 |          0 |          1 |         15 |
| /home/kapusta/Документы/programming_tasks/acmp/id52.cpp                                | C++      |         17 |          0 |          1 |         18 |
| /home/kapusta/Документы/programming_tasks/acmp/id526.cpp                               | C++      |         42 |          2 |          2 |         46 |
| /home/kapusta/Документы/programming_tasks/acmp/id554.cpp                               | C++      |          7 |          0 |          1 |          8 |
| /home/kapusta/Документы/programming_tasks/acmp/id576.cpp                               | C++      |         26 |          0 |          2 |         28 |
| /home/kapusta/Документы/programming_tasks/acmp/id577.cpp                               | C++      |         23 |          0 |          3 |         26 |
| /home/kapusta/Документы/programming_tasks/acmp/id664.cpp                               | C++      |         12 |          0 |          2 |         14 |
| /home/kapusta/Документы/programming_tasks/acmp/id785.cpp                               | C++      |         25 |          1 |          2 |         28 |
| /home/kapusta/Документы/programming_tasks/acmp/id79.cpp                                | C++      |         13 |          0 |          1 |         14 |
| /home/kapusta/Документы/programming_tasks/acmp/id792.cpp                               | C++      |         22 |          0 |          2 |         24 |
| /home/kapusta/Документы/programming_tasks/acmp/id842.cpp                               | C++      |         19 |          0 |          2 |         21 |
| /home/kapusta/Документы/programming_tasks/acmp/negl.cpp                                | C++      |          8 |          0 |          1 |          9 |
| /home/kapusta/Документы/programming_tasks/acmp/sorts.cpp                               | C++      |        121 |          6 |         10 |        137 |
| /home/kapusta/Документы/programming_tasks/ariphmetic/evklid.py                         | Python   |         10 |          0 |          2 |         12 |
| /home/kapusta/Документы/programming_tasks/ariphmetic/rasloj_na_prime.py                | Python   |         18 |          0 |          1 |         19 |
| /home/kapusta/Документы/programming_tasks/ariphmetic/sum_drob.py                       | Python   |          8 |          0 |          4 |         12 |
| /home/kapusta/Документы/programming_tasks/belchonok/a.cpp                              | C++      |         23 |          1 |          2 |         26 |
| /home/kapusta/Документы/programming_tasks/belchonok/a.py                               | Python   |         16 |          0 |          1 |         17 |
| /home/kapusta/Документы/programming_tasks/belchonok/b.cpp                              | C++      |         41 |          1 |          3 |         45 |
| /home/kapusta/Документы/programming_tasks/cappa/min.py                                 | Python   |         92 |          3 |          5 |        100 |
| /home/kapusta/Документы/programming_tasks/cappa/min2.py                                | Python   |          9 |          0 |          2 |         11 |
| /home/kapusta/Документы/programming_tasks/dop/otbor/a.cpp                              | C++      |         22 |          0 |          2 |         24 |
| /home/kapusta/Документы/programming_tasks/dop/otbor/c.cpp                              | C++      |         36 |          2 |          3 |         41 |
| /home/kapusta/Документы/programming_tasks/dop/otbor/d.cpp                              | C++      |         17 |          0 |          2 |         19 |
| /home/kapusta/Документы/programming_tasks/dop/otbor/e.cpp                              | C++      |         57 |          7 |          3 |         67 |
| /home/kapusta/Документы/programming_tasks/dop/otbor/e2.cpp                             | C++      |         27 |          2 |          3 |         32 |
| /home/kapusta/Документы/programming_tasks/dop/otbor/f.cpp                              | C++      |         24 |          3 |          2 |         29 |
| /home/kapusta/Документы/programming_tasks/dop/otbor/g.cpp                              | C++      |         21 |          0 |          2 |         23 |
| /home/kapusta/Документы/programming_tasks/dop/otbor/h.cpp                              | C++      |         34 |          3 |          2 |         39 |
| /home/kapusta/Документы/programming_tasks/dop/otbor/i.cpp                              | C++      |         53 |          0 |          3 |         56 |
| /home/kapusta/Документы/programming_tasks/dop/otbor/i2.cpp                             | C++      |         40 |          3 |          5 |         48 |
| /home/kapusta/Документы/programming_tasks/dop/otbor/i3.cpp                             | C++      |         44 |          4 |          4 |         52 |
| /home/kapusta/Документы/programming_tasks/dop/otbor/j.cpp                              | C++      |         27 |          1 |          3 |         31 |
| /home/kapusta/Документы/programming_tasks/dynamic/banck.py                             | Python   |         18 |          0 |          2 |         20 |
| /home/kapusta/Документы/programming_tasks/dynamic/calculator.py                        | Python   |         23 |          0 |          1 |         24 |
| /home/kapusta/Документы/programming_tasks/dynamic/checker.py                           | Python   |         13 |          0 |          1 |         14 |
| /home/kapusta/Документы/programming_tasks/dynamic/fib1.cpp                             | C++      |          0 |          0 |          1 |          1 |
| /home/kapusta/Документы/programming_tasks/dynamic/fib1.py                              | Python   |          7 |          0 |          2 |          9 |
| /home/kapusta/Документы/programming_tasks/dynamic/fib2.py                              | Python   |          6 |          0 |          4 |         10 |
| /home/kapusta/Документы/programming_tasks/dynamic/gvozdi.py                            | Python   |         16 |          2 |          5 |         23 |
| /home/kapusta/Документы/programming_tasks/dynamic/hitr_posl.py                         | Python   |         11 |          0 |          2 |         13 |
| /home/kapusta/Документы/programming_tasks/dynamic/hpf.py                               | Python   |          9 |          1 |          2 |         12 |
| /home/kapusta/Документы/programming_tasks/dynamic/kus2.py                              | Python   |          6 |          0 |          3 |          9 |
| /home/kapusta/Документы/programming_tasks/dynamic/kus3.py                              | Python   |         10 |          1 |          3 |         14 |
| /home/kapusta/Документы/programming_tasks/dynamic/kus4.py                              | Python   |          9 |          1 |          3 |         13 |
| /home/kapusta/Документы/programming_tasks/dynamic/kus5.py                              | Python   |         11 |          1 |          3 |         15 |
| /home/kapusta/Документы/programming_tasks/dynamic/kus6.py                              | Python   |         10 |          2 |          3 |         15 |
| /home/kapusta/Документы/programming_tasks/dynamic/kusnechik.py                         | Python   |          6 |          0 |          3 |          9 |
| /home/kapusta/Документы/programming_tasks/dynamic/lcs.py                               | Python   |         16 |          1 |          1 |         18 |
| /home/kapusta/Документы/programming_tasks/dynamic/lcsd.py                              | Python   |         20 |          0 |          2 |         22 |
| /home/kapusta/Документы/programming_tasks/dynamic/othodi2.py                           | Python   |         14 |          0 |          2 |         16 |
| /home/kapusta/Документы/programming_tasks/dynamic/pascal_tr.py                         | Python   |         15 |          0 |          0 |         15 |
| /home/kapusta/Документы/programming_tasks/dynamic/rukzak.py                            | Python   |         13 |          0 |          2 |         15 |
| /home/kapusta/Документы/programming_tasks/dynamic/sum_cubes.cpp                        | C++      |         27 |          1 |          2 |         30 |
| /home/kapusta/Документы/programming_tasks/dynamic/sum_cubes.py                         | Python   |         17 |          0 |          4 |         21 |
| /home/kapusta/Документы/programming_tasks/dynamic/sum_cubesD.py                        | Python   |          9 |          0 |          2 |         11 |
| /home/kapusta/Документы/programming_tasks/dynamic/tribonachchi.py                      | Python   |          8 |          0 |          3 |         11 |
| /home/kapusta/Документы/programming_tasks/dynamic/zero_one.py                          | Python   |         15 |          1 |          2 |         18 |
| /home/kapusta/Документы/programming_tasks/fucking_python_in_minecraft/otbor/1.py       | Python   |          3 |          0 |          1 |          4 |
| /home/kapusta/Документы/programming_tasks/fucking_python_in_minecraft/otbor/2.py       | Python   |          8 |          0 |          1 |          9 |
| /home/kapusta/Документы/programming_tasks/fucking_python_in_minecraft/otbor/3.py       | Python   |          5 |          0 |          2 |          7 |
| /home/kapusta/Документы/programming_tasks/fucking_python_in_minecraft/otbor/4.py       | Python   |          7 |          0 |          1 |          8 |
| /home/kapusta/Документы/programming_tasks/fucking_python_in_minecraft/otbor/5.py       | Python   |          9 |          0 |          2 |         11 |
| /home/kapusta/Документы/programming_tasks/fucking_python_in_minecraft/otbor/6.py       | Python   |          5 |          0 |          2 |          7 |
| /home/kapusta/Документы/programming_tasks/inform/1/a.cpp                               | C++      |         20 |          0 |          3 |         23 |
| /home/kapusta/Документы/programming_tasks/inform/1/b.cpp                               | C++      |         25 |          0 |          2 |         27 |
| /home/kapusta/Документы/programming_tasks/inform/1/c.cpp                               | C++      |         16 |          0 |          2 |         18 |
| /home/kapusta/Документы/programming_tasks/inform/1/d.cpp                               | C++      |         50 |          0 |          2 |         52 |
| /home/kapusta/Документы/programming_tasks/inform/1/d2.cpp                              | C++      |         49 |          0 |          2 |         51 |
| /home/kapusta/Документы/programming_tasks/inform/1/d3.cpp                              | C++      |         99 |         15 |          5 |        119 |
| /home/kapusta/Документы/programming_tasks/inform/1/e.cpp                               | C++      |         16 |          0 |          2 |         18 |
| /home/kapusta/Документы/programming_tasks/inform/1/f.cpp                               | C++      |         31 |          2 |          2 |         35 |
| /home/kapusta/Документы/programming_tasks/inform/1/f.py                                | Python   |         19 |          0 |          1 |         20 |
| /home/kapusta/Документы/programming_tasks/inform/1/g.cpp                               | C++      |         25 |          0 |          2 |         27 |
| /home/kapusta/Документы/programming_tasks/inform/2/a.cpp                               | C++      |         17 |          0 |          3 |         20 |
| /home/kapusta/Документы/programming_tasks/inform/2/a_graph.cpp                         | C++      |         14 |          0 |          6 |         20 |
| /home/kapusta/Документы/programming_tasks/inform/2/b.cpp                               | C++      |         30 |          4 |          3 |         37 |
| /home/kapusta/Документы/programming_tasks/inform/2/b2.cpp                              | C++      |         35 |          3 |          2 |         40 |
| /home/kapusta/Документы/programming_tasks/inform/2/d.cpp                               | C++      |         25 |          0 |          1 |         26 |
| /home/kapusta/Документы/programming_tasks/inform/2/e.cpp                               | C++      |         34 |          2 |          1 |         37 |
| /home/kapusta/Документы/programming_tasks/inform/2/f.cpp                               | C++      |         11 |          0 |          0 |         11 |
| /home/kapusta/Документы/programming_tasks/inform/2/g.cpp                               | C++      |         26 |          0 |          2 |         28 |
| /home/kapusta/Документы/programming_tasks/inform/2/g3.cpp                              | C++      |         36 |          1 |          2 |         39 |
| /home/kapusta/Документы/programming_tasks/inform/3/a.cpp                               | C++      |         20 |          0 |          3 |         23 |
| /home/kapusta/Документы/programming_tasks/inform/3/b.cpp                               | C++      |         34 |          0 |          2 |         36 |
| /home/kapusta/Документы/programming_tasks/inform/3/c.cpp                               | C++      |         41 |          0 |          2 |         43 |
| /home/kapusta/Документы/programming_tasks/inform/3/d.cpp                               | C++      |         17 |          0 |          2 |         19 |
| /home/kapusta/Документы/programming_tasks/inform/3/e.cpp                               | C++      |         24 |          0 |          2 |         26 |
| /home/kapusta/Документы/programming_tasks/inform/3/f.cpp                               | C++      |         15 |          0 |          2 |         17 |
| /home/kapusta/Документы/programming_tasks/inform/3/g.cpp                               | C++      |         35 |          0 |          4 |         39 |
| /home/kapusta/Документы/programming_tasks/inform/3/h.cpp                               | C++      |         17 |          0 |          2 |         19 |
| /home/kapusta/Документы/programming_tasks/inform/3/i.cpp                               | C++      |         17 |          0 |          2 |         19 |
| /home/kapusta/Документы/programming_tasks/inform/3/j.cpp                               | C++      |         18 |          0 |          2 |         20 |
| /home/kapusta/Документы/programming_tasks/informatics/1.cpp                            | C++      |         21 |          0 |          1 |         22 |
| /home/kapusta/Документы/programming_tasks/informatics/another_game.cpp                 | C++      |         10 |          0 |          5 |         15 |
| /home/kapusta/Документы/programming_tasks/informatics/app_bin_search.cpp               | C++      |          8 |          0 |          1 |          9 |
| /home/kapusta/Документы/programming_tasks/informatics/approximate_bin_search.cpp       | C++      |         29 |          0 |          1 |         30 |
| /home/kapusta/Документы/programming_tasks/informatics/bin_search.cpp                   | C++      |         33 |          1 |          1 |         35 |
| /home/kapusta/Документы/programming_tasks/informatics/collums.cpp                      | C++      |         22 |          0 |          1 |         23 |
| /home/kapusta/Документы/programming_tasks/informatics/cows_in_stoils.py                | Python   |         27 |          1 |          3 |         31 |
| /home/kapusta/Документы/programming_tasks/informatics/diplomi.cpp                      | C++      |         18 |          0 |          1 |         19 |
| /home/kapusta/Документы/programming_tasks/informatics/droids.cpp                       | C++      |         22 |          0 |          1 |         23 |
| /home/kapusta/Документы/programming_tasks/informatics/kontest.cpp                      | C++      |         46 |          0 |          4 |         50 |
| /home/kapusta/Документы/programming_tasks/informatics/matrix.py                        | Python   |         10 |          0 |          1 |         11 |
| /home/kapusta/Документы/programming_tasks/informatics/max_on_start.cpp                 | C++      |         23 |          0 |          2 |         25 |
| /home/kapusta/Документы/programming_tasks/informatics/max_on_start.py                  | Python   |          2 |          0 |          2 |          4 |
| /home/kapusta/Документы/programming_tasks/innopolisOpen/first_tour/a.cpp               | C++      |         33 |          1 |          1 |         35 |
| /home/kapusta/Документы/programming_tasks/innopolisOpen/first_tour/a2.cpp              | C++      |         41 |          0 |          1 |         42 |
| /home/kapusta/Документы/programming_tasks/innopolisOpen/first_tour/b.cpp               | C++      |         31 |          9 |          4 |         44 |
| /home/kapusta/Документы/programming_tasks/innopolisOpen/first_tour/b2.cpp              | C++      |         39 |          0 |          3 |         42 |
| /home/kapusta/Документы/programming_tasks/innopolisOpen/first_tour/base.cpp            | C++      |         10 |          0 |          2 |         12 |
| /home/kapusta/Документы/programming_tasks/innopolisOpen/first_tour/c.cpp               | C++      |         57 |          1 |          2 |         60 |
| /home/kapusta/Документы/programming_tasks/innopolisOpen/first_tour/d.cpp               | C++      |         10 |          0 |          2 |         12 |
| /home/kapusta/Документы/programming_tasks/innopolisOpen/first_tour/e.cpp               | C++      |         10 |          0 |          2 |         12 |
| /home/kapusta/Документы/programming_tasks/innopolisOpen/test_tour/a.cpp                | C++      |          9 |          0 |          1 |         10 |
| /home/kapusta/Документы/programming_tasks/innopolisOpen/test_tour/a.py                 | Python   |          3 |          0 |          0 |          3 |
| /home/kapusta/Документы/programming_tasks/innopolisOpen/test_tour/b.cpp                | C++      |         17 |          0 |          1 |         18 |
| /home/kapusta/Документы/programming_tasks/innopolisOpen/test_tour/b.py                 | Python   |          2 |          0 |          1 |          3 |
| /home/kapusta/Документы/programming_tasks/innopolisOpen/test_tour/c.cpp                | C++      |         17 |          0 |          1 |         18 |
| /home/kapusta/Документы/programming_tasks/innopolisOpen/test_tour/d.cpp                | C++      |         43 |          2 |          5 |         50 |
| /home/kapusta/Документы/programming_tasks/innopolisOpen/test_tour/e.cpp                | C++      |         28 |          1 |          3 |         32 |
| /home/kapusta/Документы/programming_tasks/ipc/rand/1.cpp                               | C++      |         46 |          0 |          5 |         51 |
| /home/kapusta/Документы/programming_tasks/ipc/rand/2.cpp                               | C++      |         26 |          0 |          2 |         28 |
| /home/kapusta/Документы/programming_tasks/ipc/rand/3.cpp                               | C++      |         50 |          8 |         10 |         68 |
| /home/kapusta/Документы/programming_tasks/ipc/rand/3_2.cpp                             | C++      |         33 |          2 |          4 |         39 |
| /home/kapusta/Документы/programming_tasks/izumrud/a.cpp                                | C++      |         11 |          0 |          1 |         12 |
| /home/kapusta/Документы/programming_tasks/izumrud/b.cpp                                | C++      |         20 |          0 |          2 |         22 |
| /home/kapusta/Документы/programming_tasks/izumrud/c.cpp                                | C++      |         24 |          0 |          3 |         27 |
| /home/kapusta/Документы/programming_tasks/izumrud/d.cpp                                | C++      |         26 |          0 |          3 |         29 |
| /home/kapusta/Документы/programming_tasks/izumrud/e.cpp                                | C++      |         34 |          2 |          3 |         39 |
| /home/kapusta/Документы/programming_tasks/lomonosov/a.cpp                              | C++      |         82 |          3 |          6 |         91 |
| /home/kapusta/Документы/programming_tasks/lomonosov/b.cpp                              | C++      |         49 |          4 |          1 |         54 |
| /home/kapusta/Документы/programming_tasks/lomonosov/c.cpp                              | C++      |         30 |          0 |          1 |         31 |
